payment_id,ride_id,payment_method,amount,payment_status
1873,1873,Cash,0,Refunded
1874,1874,Debit Card,127.65,Paid
1875,1875,UPI,376.27,Paid
1876,1876,Cash,91.86,Paid
1877,1877,Debit Card,196.5,Paid
1878,1878,Credit Card,0,Failed
1879,1879,UPI,213.56,Paid
1880,1880,Credit Card,0,Cancelled
1881,1881,UPI,134.84,Paid
1882,1882,Credit Card,246.6,Paid
1883,1883,Debit Card,0,Cancelled
1884,1884,Debit Card,154,Paid
1885,1885,Credit Card,157.18,Paid
1886,1886,UPI,125.76,Paid
1887,1887,UPI,326.41,Paid
1888,1888,Cash,0,Failed
1889,1889,Credit Card,304.36,Paid
1890,1890,UPI,0,Refunded
1891,1891,UPI,217.94,Paid
1892,1892,Credit Card,127.3,Paid
1893,1893,UPI,111.2,Paid
1894,1894,UPI,199.38,Paid
1895,1895,Credit Card,0,Cancelled
1896,1896,Credit Card,156.82,Paid
1897,1897,Credit Card,136.87,Paid
1898,1898,UPI,0,Cancelled
1899,1899,Debit Card,0,Cancelled
1900,1900,Debit Card,198.12,Paid
1901,1901,UPI,0,Failed
1902,1902,UPI,197.38,Paid
1903,1903,Credit Card,243.41,Paid
1904,1904,Wallet,120.12,Paid
1905,1905,Credit Card,520.14,Paid
1906,1906,Debit Card,284.73,Paid
1907,1907,Credit Card,220.03,Paid
1908,1908,UPI,468.56,Paid
1909,1909,UPI,147.15,Paid
1910,1910,Wallet,0,Failed
1911,1911,Credit Card,187.16,Paid
1912,1912,UPI,213.88,Paid
1913,1913,UPI,92.27,Paid
1914,1914,UPI,74.65,Paid
1915,1915,Credit Card,217.44,Paid
1916,1916,UPI,364.39,Paid
1917,1917,Cash,186.01,Paid
1918,1918,UPI,165.08,Paid
1919,1919,UPI,270.04,Paid
1920,1920,UPI,212.13,Paid
1921,1921,Credit Card,223.82,Paid
1922,1922,Wallet,175.01,Paid
1923,1923,Cash,221.47,Paid
1924,1924,UPI,66.17,Paid
1925,1925,Cash,282.76,Paid
1926,1926,Credit Card,204.78,Paid
1927,1927,Debit Card,176.26,Paid
1928,1928,Credit Card,0,Failed
1929,1929,Debit Card,0,Refunded
1930,1930,UPI,168.1,Paid
1931,1931,UPI,366.89,Paid
1932,1932,Credit Card,237.49,Paid
1933,1933,Credit Card,212.77,Paid
1934,1934,UPI,272.86,Paid
1935,1935,Debit Card,302.66,Paid
1936,1936,Debit Card,299.54,Paid
1937,1937,UPI,0,Cancelled
1938,1938,UPI,0,Cancelled
1939,1939,UPI,97.48,Paid
1940,1940,Wallet,250.8,Paid
1941,1941,UPI,173.37,Paid
1942,1942,Credit Card,105.9,Paid
1943,1943,Debit Card,0,Refunded
1944,1944,UPI,95.44,Paid
1945,1945,Debit Card,152.78,Paid
1946,1946,UPI,348.59,Paid
1947,1947,UPI,0,Refunded
1948,1948,UPI,0,Cancelled
1949,1949,UPI,215.76,Paid
1950,1950,UPI,167.25,Paid
1951,1951,Credit Card,303.52,Paid
1952,1952,Credit Card,199.72,Paid
1953,1953,Wallet,0,Cancelled
1954,1954,Debit Card,201.17,Paid
1955,1955,Credit Card,0,Refunded
1956,1956,Credit Card,125.19,Paid
1957,1957,Credit Card,0,Refunded
1958,1958,UPI,61.47,Paid
1959,1959,Debit Card,0,Cancelled
1960,1960,Debit Card,111.11,Paid
1961,1961,Credit Card,97.87,Paid
1962,1962,UPI,0,Refunded
1963,1963,Cash,98.03,Paid
1964,1964,UPI,164.17,Paid
1965,1965,UPI,0,Refunded
1966,1966,UPI,232.21,Paid
1967,1967,Wallet,148.63,Paid
1968,1968,UPI,186.27,Paid
1969,1969,Cash,0,Refunded
1970,1970,UPI,134.24,Paid
1971,1971,Debit Card,114.37,Paid
1972,1972,UPI,282.44,Paid
1973,1973,Credit Card,132.82,Paid
1974,1974,UPI,192.13,Paid
1975,1975,UPI,126.58,Paid
1976,1976,UPI,142.57,Paid
1977,1977,UPI,175.97,Paid
1978,1978,UPI,70.81,Paid
1979,1979,Debit Card,265.18,Paid
1980,1980,Cash,234.33,Paid
1981,1981,Credit Card,297.55,Paid
1982,1982,UPI,191.84,Paid
1983,1983,Credit Card,290.46,Paid
1984,1984,Credit Card,136.92,Paid
1985,1985,UPI,227.62,Paid
1986,1986,Wallet,129.4,Paid
1987,1987,Debit Card,127.08,Paid
1988,1988,Debit Card,149.51,Paid
1989,1989,Credit Card,187.44,Paid
1990,1990,Debit Card,0,Cancelled
1991,1991,Debit Card,136.76,Paid
1992,1992,Cash,242.59,Paid
1993,1993,UPI,179.97,Paid
1994,1994,UPI,229.06,Paid
1995,1995,Credit Card,206.45,Paid
1996,1996,UPI,304.58,Paid
1997,1997,Cash,0,Cancelled
1998,1998,UPI,256.34,Paid
1999,1999,UPI,200.2,Paid
2000,2000,Credit Card,134.09,Paid
2001,2001,Cash,169.48,Paid
2002,2002,UPI,218.76,Paid
2003,2003,Debit Card,143.97,Paid
2004,2004,Wallet,195.64,Paid
2005,2005,Debit Card,181.97,Paid
2006,2006,Credit Card,0,Refunded
2007,2007,Credit Card,103.02,Paid
2008,2008,UPI,177.45,Paid
2009,2009,Credit Card,136.8,Paid
2010,2010,Credit Card,373.28,Paid
2011,2011,Credit Card,0,Refunded
2012,2012,UPI,161.79,Paid
2013,2013,UPI,226.21,Paid
2014,2014,UPI,211.42,Paid
2015,2015,Credit Card,160.14,Paid
2016,2016,UPI,133.03,Paid
2017,2017,UPI,158.04,Paid
2018,2018,UPI,0,Refunded
2019,2019,Debit Card,0,Cancelled
2020,2020,UPI,147.12,Paid
2021,2021,Debit Card,75.73,Paid
2022,2022,UPI,294.64,Paid
2023,2023,UPI,359.86,Paid
2024,2024,Credit Card,382.44,Paid
2025,2025,UPI,133.72,Paid
2026,2026,UPI,212.8,Paid
2027,2027,Wallet,326.95,Paid
2028,2028,Debit Card,0,Refunded
2029,2029,UPI,0,Cancelled
2030,2030,UPI,308.68,Paid
2031,2031,Debit Card,0,Cancelled
2032,2032,UPI,171.27,Paid
2033,2033,Credit Card,134.43,Paid
2034,2034,Debit Card,154.81,Paid
2035,2035,UPI,167.8,Paid
2036,2036,Credit Card,0,Cancelled
2037,2037,Credit Card,333.24,Paid
2038,2038,UPI,0,Cancelled
2039,2039,UPI,258.28,Paid
2040,2040,UPI,256.28,Paid
2041,2041,Wallet,329.45,Paid
2042,2042,UPI,159.37,Paid
2043,2043,Debit Card,110.71,Paid
2044,2044,Credit Card,252.76,Paid
2045,2045,Credit Card,166.95,Paid
2046,2046,Credit Card,118.24,Paid
2047,2047,Cash,292.51,Paid
2048,2048,Credit Card,236.13,Paid
2049,2049,Cash,244.68,Paid
2050,2050,Cash,134.19,Paid
2051,2051,Credit Card,252.77,Paid
2052,2052,Credit Card,0,Refunded
2053,2053,Cash,257.86,Paid
2054,2054,UPI,456.2,Paid
2055,2055,Credit Card,0,Failed
2056,2056,Credit Card,0,Refunded
2057,2057,UPI,0,Refunded
2058,2058,Debit Card,186.17,Paid
2059,2059,UPI,236.64,Paid
2060,2060,Debit Card,134.32,Paid
2061,2061,Cash,301.36,Paid
2062,2062,Credit Card,0,Refunded
2063,2063,Cash,246.15,Paid
2064,2064,UPI,120.01,Paid
2065,2065,UPI,163.84,Paid
2066,2066,Credit Card,260.36,Paid
2067,2067,Credit Card,155.1,Paid
2068,2068,Credit Card,229.58,Paid
2069,2069,UPI,0,Failed
2070,2070,Wallet,0,Refunded
2071,2071,UPI,88.05,Paid
2072,2072,UPI,150.31,Paid
2073,2073,Credit Card,292.58,Paid
2074,2074,Debit Card,151.85,Paid
2075,2075,Credit Card,0,Refunded
2076,2076,UPI,211.23,Paid
2077,2077,UPI,358.28,Paid
2078,2078,Credit Card,160.73,Paid
2079,2079,UPI,204.84,Paid
2080,2080,Credit Card,87.72,Paid
2081,2081,UPI,339.58,Paid
2082,2082,UPI,157.64,Paid
2083,2083,UPI,297.66,Paid
2084,2084,Debit Card,311.45,Paid
2085,2085,Credit Card,0,Cancelled
2086,2086,UPI,192.69,Paid
2087,2087,UPI,277.7,Paid
2088,2088,Credit Card,295.17,Paid
2089,2089,Credit Card,224.34,Paid
2090,2090,Credit Card,146.15,Paid
2091,2091,UPI,0,Cancelled
2092,2092,UPI,353.7,Paid
2093,2093,UPI,214.49,Paid
2094,2094,UPI,248.73,Paid
2095,2095,Cash,68.04,Paid
2096,2096,UPI,217.82,Paid
2097,2097,Credit Card,0,Failed
2098,2098,Cash,212.91,Paid
2099,2099,UPI,167.62,Paid
2100,2100,Debit Card,181.74,Paid
2101,2101,Debit Card,265.18,Paid
2102,2102,Cash,216.62,Paid
2103,2103,Credit Card,156.81,Paid
2104,2104,Wallet,183.69,Paid
2105,2105,Credit Card,128.19,Paid
2106,2106,UPI,205.02,Paid
2107,2107,Debit Card,0,Refunded
2108,2108,UPI,217.19,Paid
2109,2109,Wallet,203.13,Paid
2110,2110,UPI,204.82,Paid
2111,2111,Debit Card,216.98,Paid
2112,2112,UPI,241.03,Paid
2113,2113,Credit Card,177.28,Paid
2114,2114,UPI,0,Refunded
2115,2115,Credit Card,347.76,Paid
2116,2116,Credit Card,119.85,Paid
2117,2117,UPI,203.86,Paid
2118,2118,UPI,320.77,Paid
2119,2119,Debit Card,184.37,Paid
2120,2120,Debit Card,139.69,Paid
2121,2121,UPI,188.66,Paid
2122,2122,UPI,101.68,Paid
2123,2123,Debit Card,151.46,Paid
2124,2124,Credit Card,186.78,Paid
2125,2125,UPI,264.16,Paid
2126,2126,Wallet,185.73,Paid
2127,2127,UPI,152.13,Paid
2128,2128,Debit Card,379.63,Paid
2129,2129,Cash,120.48,Paid
2130,2130,Wallet,267.01,Paid
2131,2131,Cash,171.43,Paid
2132,2132,Credit Card,238.91,Paid
2133,2133,UPI,0,Cancelled
2134,2134,Wallet,180.71,Paid
2135,2135,Wallet,202.78,Paid
2136,2136,UPI,149.97,Paid
2137,2137,Cash,180,Paid
2138,2138,Cash,153.44,Paid
2139,2139,Credit Card,119.96,Paid
2140,2140,Debit Card,157.22,Paid
2141,2141,Wallet,0,Failed
2142,2142,UPI,91,Paid
2143,2143,Credit Card,127.91,Paid
2144,2144,UPI,256.57,Paid
2145,2145,UPI,0,Refunded
2146,2146,Cash,0,Refunded
2147,2147,UPI,300.48,Paid
2148,2148,Wallet,264.87,Paid
2149,2149,Credit Card,151.5,Paid
2150,2150,Debit Card,144.6,Paid
2151,2151,UPI,83.64,Paid
2152,2152,UPI,182.18,Paid
2153,2153,Credit Card,0,Refunded
2154,2154,UPI,97.27,Paid
2155,2155,Credit Card,0,Refunded
2156,2156,UPI,311.08,Paid
2157,2157,Cash,199.58,Paid
2158,2158,UPI,133.32,Paid
2159,2159,Credit Card,208.7,Paid
2160,2160,Credit Card,182.13,Paid
2161,2161,UPI,160.65,Paid
2162,2162,Wallet,189.55,Paid
2163,2163,Credit Card,255.49,Paid
2164,2164,Debit Card,473.99,Paid
2165,2165,UPI,321.19,Paid
2166,2166,UPI,182.01,Paid
2167,2167,UPI,149.32,Paid
2168,2168,UPI,230.31,Paid
2169,2169,Debit Card,149.14,Paid
2170,2170,UPI,0,Cancelled
2171,2171,UPI,0,Cancelled
2172,2172,UPI,109.64,Paid
2173,2173,UPI,0,Failed
2174,2174,UPI,0,Refunded
2175,2175,Credit Card,0,Refunded
2176,2176,UPI,148.58,Paid
2177,2177,UPI,92.93,Paid
2178,2178,UPI,185.82,Paid
2179,2179,UPI,371.37,Paid
2180,2180,Credit Card,284.54,Paid
2181,2181,UPI,271.97,Paid
2182,2182,Debit Card,177.49,Paid
2183,2183,UPI,159.14,Paid
2184,2184,Credit Card,100.43,Paid
2185,2185,UPI,151.71,Paid
2186,2186,UPI,0,Cancelled
2187,2187,UPI,110.49,Paid
2188,2188,Debit Card,256.68,Paid
2189,2189,Credit Card,88.51,Paid
2190,2190,Debit Card,259.01,Paid
2191,2191,Debit Card,260.48,Paid
2192,2192,Debit Card,0,Failed
2193,2193,Cash,150.2,Paid
2194,2194,UPI,191.19,Paid
2195,2195,UPI,259.42,Paid
2196,2196,UPI,267.77,Paid
2197,2197,UPI,109.89,Paid
2198,2198,UPI,221.32,Paid
2199,2199,UPI,320.02,Paid
2200,2200,Credit Card,148.11,Paid
2201,2201,Debit Card,137.81,Paid
2202,2202,UPI,179.05,Paid
2203,2203,Credit Card,0,Refunded
2204,2204,Cash,103.19,Paid
2205,2205,Debit Card,0,Refunded
2206,2206,UPI,262.17,Paid
2207,2207,Credit Card,153.84,Paid
2208,2208,Credit Card,92.88,Paid
2209,2209,UPI,130.31,Paid
2210,2210,Credit Card,184.3,Paid
2211,2211,UPI,121.38,Paid
2212,2212,UPI,110.54,Paid
2213,2213,UPI,160.2,Paid
2214,2214,UPI,140.61,Paid
2215,2215,UPI,0,Refunded
2216,2216,UPI,235.12,Paid
2217,2217,Cash,263,Paid
2218,2218,Cash,132.3,Paid
2219,2219,Credit Card,216.55,Paid
2220,2220,UPI,193.5,Paid
2221,2221,Credit Card,94.01,Paid
2222,2222,Credit Card,87.52,Paid
2223,2223,Cash,362.96,Paid
2224,2224,Cash,184.26,Paid
2225,2225,Debit Card,0,Refunded
2226,2226,Cash,254.72,Paid
2227,2227,UPI,196.34,Paid
2228,2228,Credit Card,293.82,Paid
2229,2229,Wallet,0,Refunded
2230,2230,Credit Card,258.63,Paid
2231,2231,Cash,284.91,Paid
2232,2232,Cash,207.84,Paid
2233,2233,UPI,0,Cancelled
2234,2234,Cash,116.97,Paid
2235,2235,UPI,0,Refunded
2236,2236,UPI,114.89,Paid
2237,2237,Debit Card,179.89,Paid
2238,2238,UPI,124.29,Paid
2239,2239,UPI,173.54,Paid
2240,2240,UPI,0,Refunded
2241,2241,Debit Card,0,Cancelled
2242,2242,Cash,169.59,Paid
2243,2243,Debit Card,0,Refunded
2244,2244,Credit Card,0,Refunded
2245,2245,Cash,293.08,Paid
2246,2246,Cash,100.07,Paid
2247,2247,Credit Card,64.13,Paid
2248,2248,Cash,147.2,Paid
2249,2249,Cash,95.16,Paid
2250,2250,UPI,104.23,Paid
2251,2251,Cash,151.05,Paid
2252,2252,UPI,0,Refunded
2253,2253,UPI,0,Refunded
2254,2254,Credit Card,293.4,Paid
2255,2255,UPI,294.11,Paid
2256,2256,Cash,134.78,Paid
2257,2257,Debit Card,116.34,Paid
2258,2258,Credit Card,130.7,Paid
2259,2259,Cash,201.6,Paid
2260,2260,Cash,244.14,Paid
2261,2261,UPI,131.62,Paid
2262,2262,UPI,191.94,Paid
2263,2263,Credit Card,264.01,Paid
2264,2264,Debit Card,0,Cancelled
2265,2265,Wallet,0,Refunded
2266,2266,UPI,146.01,Paid
2267,2267,UPI,140.53,Paid
2268,2268,Debit Card,79.94,Paid
2269,2269,Credit Card,141.55,Paid
2270,2270,UPI,192.74,Paid
2271,2271,Credit Card,320.93,Paid
2272,2272,Cash,0,Refunded
2273,2273,Wallet,289.61,Paid
2274,2274,Wallet,266.04,Paid
2275,2275,UPI,512.78,Paid
2276,2276,UPI,210.29,Paid
2277,2277,Cash,214.53,Paid
2278,2278,Debit Card,162.49,Paid
2279,2279,Debit Card,342.31,Paid
2280,2280,UPI,171.77,Paid
2281,2281,UPI,120.48,Paid
2282,2282,Debit Card,94.43,Paid
2283,2283,Credit Card,108.19,Paid
2284,2284,Debit Card,0,Failed
2285,2285,Cash,302.96,Paid
2286,2286,UPI,310.2,Paid
2287,2287,Debit Card,536.11,Paid
2288,2288,Credit Card,0,Failed
2289,2289,Credit Card,115.75,Paid
2290,2290,Cash,127.44,Paid
2291,2291,UPI,203.68,Paid
2292,2292,Cash,159.22,Paid
2293,2293,UPI,104.83,Paid
2294,2294,Credit Card,0,Failed
2295,2295,UPI,0,Refunded
2296,2296,UPI,82.06,Paid
2297,2297,UPI,177.26,Paid
2298,2298,UPI,128.71,Paid
2299,2299,Credit Card,213.15,Paid
2300,2300,Credit Card,0,Failed
2301,2301,UPI,208.23,Paid
2302,2302,Credit Card,143.34,Paid
2303,2303,Debit Card,113.14,Paid
2304,2304,Cash,0,Refunded
2305,2305,UPI,130.88,Paid
2306,2306,Cash,131.67,Paid
2307,2307,UPI,217.9,Paid
2308,2308,UPI,110.12,Paid
2309,2309,Credit Card,0,Refunded
2310,2310,UPI,180.12,Paid
2311,2311,UPI,243.68,Paid
2312,2312,Cash,123.34,Paid
2313,2313,UPI,305.91,Paid
2314,2314,UPI,195.1,Paid
2315,2315,Credit Card,272.15,Paid
2316,2316,UPI,98.57,Paid
2317,2317,Credit Card,224.94,Paid
2318,2318,Credit Card,192.11,Paid
2319,2319,UPI,0,Refunded
2320,2320,Debit Card,228.01,Paid
2321,2321,Credit Card,99.3,Paid
2322,2322,Credit Card,0,Failed
2323,2323,UPI,103.61,Paid
2324,2324,Credit Card,168.61,Paid
2325,2325,Credit Card,362.5,Paid
2326,2326,UPI,216.68,Paid
2327,2327,UPI,230.45,Paid
2328,2328,UPI,321.19,Paid
2329,2329,UPI,0,Cancelled
2330,2330,UPI,105.98,Paid
2331,2331,Cash,246.03,Paid
2332,2332,Credit Card,499.05,Paid
2333,2333,Credit Card,109.6,Paid
2334,2334,Cash,195.9,Paid
2335,2335,UPI,255.02,Paid
2336,2336,Wallet,0,Cancelled
2337,2337,UPI,0,Cancelled
2338,2338,Credit Card,319.34,Paid
2339,2339,Wallet,161.81,Paid
2340,2340,UPI,244,Paid
2341,2341,UPI,0,Cancelled
2342,2342,UPI,139.53,Paid
2343,2343,UPI,209.51,Paid
2344,2344,Debit Card,260.9,Paid
2345,2345,Wallet,0,Refunded
2346,2346,Cash,0,Cancelled
2347,2347,UPI,143.7,Paid
2348,2348,Wallet,0,Refunded
2349,2349,Debit Card,218.12,Paid
2350,2350,Debit Card,192.39,Paid
2351,2351,Credit Card,0,Refunded
2352,2352,UPI,0,Cancelled
2353,2353,UPI,92.64,Paid
2354,2354,Credit Card,130.49,Paid
2355,2355,Cash,0,Refunded
2356,2356,UPI,0,Failed
2357,2357,Cash,0,Cancelled
2358,2358,UPI,199.68,Paid
2359,2359,UPI,0,Refunded
2360,2360,Credit Card,0,Refunded
2361,2361,Wallet,136.37,Paid
2362,2362,Cash,0,Cancelled
2363,2363,UPI,169.1,Paid
2364,2364,UPI,109.53,Paid
2365,2365,UPI,165.97,Paid
2366,2366,Debit Card,239.49,Paid
2367,2367,UPI,246.1,Paid
2368,2368,UPI,0,Refunded
2369,2369,Wallet,112.35,Paid
2370,2370,Credit Card,173.23,Paid
2371,2371,Wallet,0,Refunded
2372,2372,UPI,177.87,Paid
2373,2373,Debit Card,137.23,Paid
2374,2374,UPI,126.06,Paid
2375,2375,Debit Card,111.22,Paid
2376,2376,Credit Card,171.4,Paid
2377,2377,UPI,0,Failed
2378,2378,UPI,227.42,Paid
2379,2379,Wallet,0,Refunded
2380,2380,Debit Card,290.61,Paid
2381,2381,Cash,152.19,Paid
2382,2382,UPI,156.72,Paid
2383,2383,Debit Card,122.66,Paid
2384,2384,UPI,153.5,Paid
2385,2385,UPI,101.29,Paid
2386,2386,Credit Card,133.61,Paid
2387,2387,UPI,321.3,Paid
2388,2388,UPI,147.68,Paid
2389,2389,Wallet,317.53,Paid
2390,2390,UPI,150.59,Paid
2391,2391,Debit Card,188.1,Paid
2392,2392,Debit Card,218.98,Paid
2393,2393,UPI,191.4,Paid
2394,2394,UPI,138.67,Paid
2395,2395,UPI,96.63,Paid
2396,2396,UPI,0,Failed
2397,2397,UPI,112.37,Paid
2398,2398,UPI,135.73,Paid
2399,2399,UPI,0,Refunded
2400,2400,Wallet,328.64,Paid
2401,2401,Debit Card,150.66,Paid
2402,2402,UPI,445.17,Paid
2403,2403,Credit Card,332.98,Paid
2404,2404,UPI,0,Cancelled
2405,2405,Wallet,0,Failed
2406,2406,Wallet,141.24,Paid
2407,2407,Debit Card,0,Failed
2408,2408,UPI,123.34,Paid
2409,2409,UPI,232.53,Paid
2410,2410,Debit Card,0,Cancelled
2411,2411,Credit Card,320.89,Paid
2412,2412,UPI,140.67,Paid
2413,2413,UPI,189.33,Paid
2414,2414,UPI,607.43,Paid
2415,2415,Cash,412.9,Paid
2416,2416,Credit Card,159.97,Paid
2417,2417,UPI,95.11,Paid
2418,2418,UPI,250.69,Paid
2419,2419,UPI,0,Cancelled
2420,2420,UPI,0,Cancelled
2421,2421,Debit Card,252.39,Paid
2422,2422,Credit Card,0,Refunded
2423,2423,Credit Card,252.58,Paid
2424,2424,UPI,206.29,Paid
2425,2425,UPI,193.61,Paid
2426,2426,Debit Card,128.16,Paid
2427,2427,Debit Card,657.76,Paid
2428,2428,Wallet,76.77,Paid
2429,2429,Cash,272.07,Paid
2430,2430,Credit Card,283.63,Paid
2431,2431,Credit Card,0,Refunded
2432,2432,UPI,186.91,Paid
2433,2433,Wallet,0,Refunded
2434,2434,Cash,0,Refunded
2435,2435,UPI,361.33,Paid
2436,2436,UPI,181.12,Paid
2437,2437,UPI,225.89,Paid
2438,2438,UPI,0,Cancelled
2439,2439,Credit Card,100.74,Paid
2440,2440,Credit Card,201.32,Paid
2441,2441,Debit Card,106.76,Paid
2442,2442,Cash,160.48,Paid
2443,2443,Credit Card,0,Failed
2444,2444,UPI,207.81,Paid
2445,2445,Credit Card,0,Cancelled
2446,2446,UPI,234.36,Paid
2447,2447,UPI,302.92,Paid
2448,2448,Credit Card,0,Refunded
2449,2449,Wallet,143.28,Paid
2450,2450,Credit Card,0,Refunded
2451,2451,UPI,211.44,Paid
2452,2452,UPI,159.29,Paid
2453,2453,UPI,116.82,Paid
2454,2454,UPI,0,Failed
2455,2455,UPI,0,Refunded
2456,2456,Cash,122.67,Paid
2457,2457,Debit Card,529.67,Paid
2458,2458,Credit Card,128.68,Paid
2459,2459,UPI,207.93,Paid
2460,2460,Debit Card,195.37,Paid
2461,2461,Wallet,186.03,Paid
2462,2462,UPI,0,Refunded
2463,2463,Debit Card,219.07,Paid
2464,2464,UPI,0,Refunded
2465,2465,UPI,390.4,Paid
2466,2466,Wallet,163.08,Paid
2467,2467,UPI,0,Refunded
2468,2468,UPI,184.6,Paid
2469,2469,Credit Card,0,Refunded
2470,2470,Debit Card,0,Cancelled
2471,2471,UPI,224.85,Paid
2472,2472,UPI,102.03,Paid
2473,2473,Credit Card,265.54,Paid
2474,2474,Credit Card,142.18,Paid
2475,2475,UPI,373.05,Paid
2476,2476,UPI,106.81,Paid
2477,2477,Debit Card,98.52,Paid
2478,2478,Credit Card,130.98,Paid
2479,2479,UPI,293.08,Paid
2480,2480,Credit Card,237.46,Paid
2481,2481,Debit Card,306.23,Paid
2482,2482,UPI,265.52,Paid
2483,2483,Debit Card,196.05,Paid
2484,2484,UPI,268.58,Paid
2485,2485,Debit Card,315.21,Paid
2486,2486,Debit Card,119.52,Paid
2487,2487,Credit Card,0,Cancelled
2488,2488,UPI,331.08,Paid
2489,2489,UPI,123.37,Paid
2490,2490,Credit Card,0,Failed
2491,2491,UPI,0,Failed
2492,2492,UPI,136.46,Paid
2493,2493,Debit Card,220.57,Paid
2494,2494,UPI,182.58,Paid
2495,2495,Debit Card,123.3,Paid
2496,2496,Credit Card,0,Refunded
2497,2497,Credit Card,125.55,Paid
2498,2498,UPI,0,Refunded
2499,2499,UPI,137.6,Paid
2500,2500,Credit Card,0,Refunded
2501,2501,Wallet,142.58,Paid
2502,2502,Credit Card,238.69,Paid
2503,2503,Credit Card,128.29,Paid
2504,2504,Wallet,440.82,Paid
2505,2505,UPI,258.74,Paid
2506,2506,Cash,0,Refunded
2507,2507,Debit Card,248.93,Paid
2508,2508,UPI,0,Cancelled
2509,2509,Credit Card,106.88,Paid
2510,2510,Credit Card,96.48,Paid
2511,2511,UPI,0,Cancelled
2512,2512,Credit Card,279.96,Paid
2513,2513,Cash,284.89,Paid
2514,2514,UPI,156.71,Paid
2515,2515,Cash,131.5,Paid
2516,2516,Cash,0,Refunded
2517,2517,UPI,156.69,Paid
2518,2518,Cash,316.45,Paid
2519,2519,Debit Card,0,Cancelled
2520,2520,Wallet,182.7,Paid
2521,2521,Wallet,343.14,Paid
2522,2522,UPI,0,Cancelled
2523,2523,Credit Card,229.13,Paid
2524,2524,Credit Card,0,Cancelled
2525,2525,Debit Card,72.91,Paid
2526,2526,Credit Card,0,Cancelled
2527,2527,Wallet,0,Cancelled
2528,2528,Credit Card,551.91,Paid
2529,2529,UPI,141.35,Paid
2530,2530,Wallet,92.83,Paid
2531,2531,Credit Card,173.98,Paid
2532,2532,UPI,164.32,Paid
2533,2533,UPI,222.55,Paid
2534,2534,Debit Card,260.1,Paid
2535,2535,Cash,0,Cancelled
2536,2536,UPI,243.18,Paid
2537,2537,UPI,138.16,Paid
2538,2538,UPI,170.42,Paid
2539,2539,UPI,93.44,Paid
2540,2540,Cash,180.78,Paid
2541,2541,Credit Card,212.36,Paid
2542,2542,Cash,0,Refunded
2543,2543,Credit Card,0,Refunded
2544,2544,Wallet,189.24,Paid
2545,2545,Credit Card,129.12,Paid
2546,2546,Debit Card,154.79,Paid
2547,2547,Cash,189.91,Paid
2548,2548,UPI,116.4,Paid
2549,2549,UPI,115.38,Paid
2550,2550,UPI,248.66,Paid
2551,2551,Debit Card,207.39,Paid
2552,2552,Cash,224.75,Paid
2553,2553,UPI,221.33,Paid
2554,2554,UPI,160.04,Paid
2555,2555,Cash,0,Refunded
2556,2556,Debit Card,0,Cancelled
2557,2557,Cash,124.57,Paid
2558,2558,Cash,115.06,Paid
2559,2559,Credit Card,149.35,Paid
2560,2560,Debit Card,114.13,Paid
2561,2561,Cash,166.17,Paid
2562,2562,UPI,140.2,Paid
2563,2563,Cash,244.21,Paid
2564,2564,Credit Card,161.12,Paid
2565,2565,UPI,217.35,Paid
2566,2566,UPI,0,Cancelled
2567,2567,UPI,249.81,Paid
2568,2568,Debit Card,228.54,Paid
2569,2569,Cash,266.18,Paid
2570,2570,Wallet,106.26,Paid
2571,2571,UPI,164.71,Paid
2572,2572,Credit Card,193.82,Paid
2573,2573,Cash,143.48,Paid
2574,2574,UPI,80.96,Paid
2575,2575,UPI,209.08,Paid
2576,2576,Credit Card,256.85,Paid
2577,2577,Credit Card,274.07,Paid
2578,2578,UPI,109.05,Paid
2579,2579,Credit Card,98.23,Paid
2580,2580,Cash,201.71,Paid
2581,2581,Credit Card,470.53,Paid
2582,2582,Debit Card,193.38,Paid
2583,2583,Debit Card,0,Failed
2584,2584,UPI,0,Refunded
2585,2585,Debit Card,223.13,Paid
2586,2586,Cash,0,Cancelled
2587,2587,Credit Card,199.65,Paid
2588,2588,Debit Card,0,Cancelled
2589,2589,Wallet,194.24,Paid
2590,2590,Credit Card,376.76,Paid
2591,2591,UPI,134.38,Paid
2592,2592,Cash,135.7,Paid
2593,2593,UPI,160.39,Paid
2594,2594,Credit Card,0,Refunded
2595,2595,Cash,89.62,Paid
2596,2596,Credit Card,138.22,Paid
2597,2597,Wallet,159.34,Paid
2598,2598,UPI,115.7,Paid
2599,2599,Credit Card,291.83,Paid
2600,2600,UPI,215.21,Paid
2601,2601,Debit Card,178.42,Paid
2602,2602,UPI,194.89,Paid
2603,2603,UPI,277.09,Paid
2604,2604,Debit Card,170.38,Paid
2605,2605,Wallet,201.48,Paid
2606,2606,UPI,0,Cancelled
2607,2607,Cash,77.91,Paid
2608,2608,Wallet,293.87,Paid
2609,2609,Debit Card,235.16,Paid
2610,2610,UPI,237.83,Paid
2611,2611,UPI,423.02,Paid
2612,2612,UPI,120.39,Paid
2613,2613,Credit Card,100.51,Paid
2614,2614,Debit Card,454.71,Paid
2615,2615,UPI,183.52,Paid
2616,2616,Credit Card,150.13,Paid
2617,2617,UPI,140.05,Paid
2618,2618,Cash,144.14,Paid
2619,2619,Debit Card,237.58,Paid
2620,2620,Debit Card,248.6,Paid
2621,2621,Cash,0,Refunded
