rating_id,ride_id,rider_rating,driver_rating,feedback
1076,1426,5,4,Very good
1077,5785,5,4,Excellent
1078,1976,3,4,Average
1079,2338,5,5,Could be better
1080,7259,5,5,Good
1081,1754,5,5,Average
1082,808,5,4,Very good
1083,9298,5,3,Average
1084,3420,5,4,Good
1085,7677,4,5,Average
1086,7227,5,5,Could be better
1087,976,3,4,Could be better
1088,2223,5,4,Excellent
1089,9420,4,5,Very good
1090,4080,4,5,Average
1091,8185,5,4,Very good
1092,4732,5,5,Average
1093,4790,5,5,Good
1094,7138,4,5,Could be better
1095,2472,5,5,Good
1096,2162,5,4,Good
1097,989,5,5,Very good
1098,6757,4,4,Good
1099,7181,5,5,Good
1100,5575,4,5,Excellent
1101,1700,3,4,Very good
1102,2442,5,5,Good
1103,1337,4,5,Very good
1104,4382,4,3,Average
1105,971,4,5,Average
1106,452,5,5,Good
1107,3048,5,4,Very good
1108,1542,5,4,Good
1109,9453,4,5,Very good
1110,6326,5,5,Very good
1111,1502,5,5,Good
1112,7895,5,4,Excellent
1113,6933,3,3,Excellent
1114,727,5,5,Average
1115,3660,5,5,Excellent
1116,5342,4,5,Could be better
1117,6273,5,5,Average
1118,4773,5,5,Good
1119,1734,5,5,Very good
1120,6060,5,4,Good
1121,1370,5,5,Excellent
1122,2729,5,5,Very good
1123,1625,5,4,Average
1124,9634,3,5,Average
1125,4366,4,5,Good
1126,5844,3,4,Average
1127,2725,5,3,Excellent
1128,2373,4,4,Excellent
1129,8921,4,5,Good
1130,1971,4,5,Could be better
1131,2102,4,5,Very good
1132,5737,5,5,Good
1133,8036,5,5,Very good
1134,2730,4,4,Average
1135,3657,4,5,Average
1136,1098,5,4,Could be better
1137,6107,4,5,Could be better
1138,5918,5,5,Excellent
1139,8141,5,5,Average
1140,5015,5,5,Average
1141,1692,4,5,Good
1142,5991,5,4,Very good
1143,3734,5,5,Average
1144,9992,4,5,Good
1145,3277,5,5,Excellent
1146,492,5,4,Average
1147,1694,4,3,Excellent
1148,6761,5,5,Excellent
1149,6709,5,5,Excellent
1150,4310,4,4,Very good
1151,4161,5,5,Very good
1152,4142,4,5,Could be better
1153,3325,5,5,Good
1154,5239,5,5,Excellent
1155,2736,5,5,Good
1156,9590,5,4,Average
1157,8618,5,5,Good
1158,3362,5,5,Average
1159,2136,3,4,Very good
1160,9193,5,5,Good
1161,5626,5,5,Average
1162,3846,5,5,Could be better
1163,4791,5,5,Excellent
1164,5877,5,4,Very good
1165,5475,5,5,Good
1166,9779,3,5,Very good
1167,3182,5,4,Excellent
1168,2695,5,5,Could be better
1169,7899,5,5,Could be better
1170,7157,5,5,Good
1171,5593,4,5,Good
1172,5931,4,5,Very good
1173,710,4,3,Could be better
1174,6518,4,4,Excellent
1175,3890,5,5,Average
1176,7572,4,5,Average
1177,223,5,5,Average
1178,4412,4,5,Excellent
1179,1858,5,5,Average
1180,6265,4,4,Very good
1181,8534,4,5,Average
1182,9831,5,4,Excellent
1183,3032,5,5,Could be better
1184,9986,5,5,Average
1185,4699,5,5,Average
1186,3780,5,5,Average
1187,8406,5,5,Average
1188,5328,3,4,Could be better
1189,8324,4,5,Very good
1190,2969,5,5,Could be better
1191,1353,5,5,Average
1192,417,4,5,Average
1193,9342,3,5,Excellent
1194,7807,5,4,Could be better
1195,1973,4,5,Good
1196,1165,5,4,Excellent
1197,7481,4,5,Average
1198,2812,5,4,Very good
1199,418,5,3,Excellent
1200,3740,3,5,Excellent
1201,4867,5,4,Could be better
1202,5690,5,5,Excellent
1203,9103,5,4,Excellent
1204,6271,5,5,Good
1205,1483,4,5,Good
1206,8866,4,4,Very good
1207,9200,3,4,Very good
1208,9028,5,5,Could be better
1209,5083,4,4,Average
1210,8071,5,5,Could be better
1211,8339,4,5,Could be better
1212,269,5,5,Excellent
1213,8387,4,5,Very good
1214,965,5,3,Excellent
1215,5036,5,5,Average
1216,1037,5,5,Very good
1217,125,5,3,Could be better
1218,948,5,3,Good
1219,6804,4,4,Very good
1220,1865,5,5,Excellent
1221,1540,5,5,Excellent
1222,2169,4,5,Good
1223,8001,5,5,Good
1224,1517,4,5,Could be better
1225,257,4,3,Very good
1226,8566,5,5,Excellent
1227,4208,4,5,Could be better
1228,1436,5,5,Excellent
1229,711,5,4,Excellent
1230,3335,5,5,Could be better
1231,3914,3,4,Average
1232,2157,5,5,Good
1233,3978,5,3,Average
1234,2439,5,5,Good
1235,4915,4,5,Very good
1236,6509,5,5,Very good
1237,4546,5,5,Average
1238,9258,3,5,Good
1239,8314,5,4,Could be better
1240,6748,5,5,Average
1241,6473,5,5,Could be better
1242,9126,5,5,Good
1243,8951,5,4,Good
1244,2631,5,5,Good
1245,1216,3,5,Very good
1246,7034,5,4,Could be better
1247,3259,5,4,Excellent
1248,2768,4,5,Could be better
1249,2549,4,4,Good
1250,8889,3,3,Good
1251,8799,4,4,Average
1252,2796,5,5,Very good
1253,4539,4,5,Good
1254,4557,3,5,Could be better
1255,9633,4,5,Very good
1256,8273,5,5,Good
1257,8513,5,5,Good
1258,803,5,4,Good
1259,7206,4,3,Excellent
1260,9404,5,5,Very good
1261,5029,5,4,Average
1262,6259,4,5,Very good
1263,621,5,5,Could be better
1264,2998,5,5,Excellent
1265,7717,3,5,Good
1266,7188,4,4,Good
1267,9448,4,5,Very good
1268,6869,5,5,Very good
1269,8975,3,5,Very good
1270,1347,5,5,Average
1271,5057,4,3,Good
1272,370,5,5,Average
1273,714,5,5,Excellent
1274,3331,4,3,Average
1275,8666,5,5,Excellent
1276,3665,4,5,Could be better
1277,6903,5,4,Excellent
1278,3869,4,5,Could be better
1279,8683,5,5,Very good
1280,4179,5,4,Could be better
1281,2101,5,5,Could be better
1282,1851,4,5,Excellent
1283,2232,4,4,Average
1284,2674,5,5,Could be better
1285,6239,5,4,Very good
1286,3403,5,5,Very good
1287,2144,4,5,Could be better
1288,8114,5,5,Average
1289,8920,5,5,Could be better
1290,9918,4,5,Average
1291,4610,4,5,Could be better
1292,5047,5,5,Good
1293,9416,5,4,Excellent
1294,1840,5,5,Very good
1295,7418,5,5,Good
1296,1896,5,5,Excellent
1297,909,5,5,Average
1298,5800,5,5,Good
1299,6049,4,5,Excellent
1300,3639,5,5,Could be better
1301,9344,5,4,Excellent
1302,6821,5,5,Average
1303,2332,5,4,Very good
1304,3564,3,5,Average
1305,2315,4,5,Average
1306,1086,5,4,Could be better
1307,5046,4,5,Good
1308,2222,5,5,Good
1309,712,5,4,Good
1310,1333,4,3,Could be better
1311,324,5,4,Could be better
1312,8035,5,5,Could be better
1313,383,5,5,Excellent
1314,7886,3,4,Excellent
1315,2437,4,5,Could be better
1316,7125,5,5,Very good
1317,4762,3,5,Excellent
1318,139,5,5,Good
1319,6607,5,3,Good
1320,2453,5,3,Good
1321,4663,5,5,Good
1322,9339,5,3,Excellent
1323,2033,5,5,Excellent
1324,9487,5,5,Could be better
1325,4893,5,3,Average
1326,6482,5,5,Could be better
1327,7342,4,4,Very good
1328,8872,5,5,Excellent
1329,447,5,5,Very good
1330,8151,4,4,Good
1331,3559,5,5,Could be better
1332,2616,5,5,Good
1333,878,4,5,Average
1334,6188,5,3,Very good
1335,4102,5,4,Excellent
1336,9550,5,5,Very good
1337,8735,5,5,Good
1338,7179,4,5,Average
1339,3404,5,5,Excellent
1340,3323,5,5,Could be better
1341,9321,5,5,Good
1342,2164,5,5,Excellent
1343,8815,5,5,Could be better
1344,8187,3,4,Good
1345,1549,4,5,Good
1346,7043,5,5,Excellent
1347,2534,5,5,Very good
1348,9140,3,4,Excellent
1349,7341,5,5,Average
1350,2416,5,4,Average
1351,4482,4,5,Could be better
1352,9665,5,5,Could be better
1353,8282,5,5,Could be better
1354,120,5,5,Very good
1355,7321,4,5,Good
1356,3607,5,5,Excellent
1357,4419,5,4,Good
1358,3873,5,4,Could be better
1359,7725,5,4,Good
1360,543,4,5,Good
1361,5655,5,4,Average
1362,4966,4,5,Excellent
1363,6747,5,5,Good
1364,5437,5,5,Good
1365,6203,5,5,Very good
1366,2418,5,5,Average
1367,7311,5,5,Could be better
1368,4448,5,5,Very good
1369,8234,5,4,Average
1370,7806,5,4,Excellent
1371,9417,5,5,Very good
1372,3274,5,5,Very good
1373,1510,5,4,Very good
1374,4347,4,5,Excellent
1375,6221,5,4,Good
1376,9476,4,5,Could be better
1377,8461,5,4,Good
1378,9189,5,5,Could be better
1379,8304,5,4,Average
1380,2236,4,4,Very good
1381,2709,5,4,Excellent
1382,9942,5,5,Very good
1383,2811,4,5,Could be better
1384,6951,5,4,Very good
1385,8493,5,5,Very good
1386,6444,5,5,Excellent
1387,8154,5,5,Very good
1388,8238,5,5,Excellent
1389,3375,5,5,Very good
1390,485,3,4,Good
1391,4582,5,5,Average
1392,7230,5,5,Very good
1393,2163,5,5,Average
1394,4058,4,5,Excellent
1395,6201,5,5,Very good
1396,9763,5,5,Could be better
1397,9160,5,5,Could be better
1398,2303,4,5,Could be better
1399,8057,4,3,Average
1400,2807,5,5,Good
1401,8425,5,5,Good
1402,2501,5,5,Very good
1403,4326,4,5,Good
1404,1816,4,5,Very good
1405,1059,5,3,Very good
1406,4940,4,5,Excellent
1407,9286,5,5,Average
1408,3957,3,5,Very good
1409,7643,4,5,Could be better
1410,8200,4,5,Excellent
1411,2423,5,5,Excellent
1412,6424,5,5,Excellent
1413,8760,5,3,Good
1414,8743,5,5,Good
1415,1960,5,4,Very good
1416,1196,5,5,Average
1417,416,4,5,Average
1418,7798,5,5,Very good
1419,7392,5,5,Very good
1420,7730,5,5,Very good
1421,9596,5,5,Average
1422,3254,5,5,Good
1423,2875,5,4,Could be better
1424,6113,5,5,Excellent
1425,5225,4,4,Could be better
1426,303,5,5,Could be better
1427,2249,4,5,Very good
1428,6112,4,5,Average
1429,5560,5,5,Could be better
1430,1416,5,5,Average
1431,1968,4,5,Very good
1432,1466,5,5,Could be better
1433,9038,4,5,Could be better
1434,3572,4,5,Excellent
1435,8659,5,4,Very good
1436,8067,5,5,Average
1437,2871,5,5,Very good
1438,1977,5,3,Very good
1439,2411,5,5,Could be better
1440,5546,4,5,Good
1441,9760,5,5,Very good
1442,7223,5,4,Excellent
1443,9929,4,4,Could be better
1444,7664,5,5,Average
1445,4666,5,4,Could be better
1446,6633,5,5,Very good
1447,6516,5,5,Could be better
1448,8583,5,5,Could be better
1449,4425,5,5,Good
1450,6070,5,5,Good
1451,2957,3,5,Good
1452,345,5,4,Could be better
1453,1,5,4,Good
1454,1894,5,5,Very good
1455,4403,5,5,Excellent
1456,2479,5,5,Could be better
1457,9157,5,5,Good
1458,6506,4,5,Excellent
1459,1093,5,4,Very good
1460,21,5,4,Could be better
1461,4766,5,5,Excellent
1462,8821,5,5,Very good
1463,3232,5,5,Excellent
1464,9714,5,5,Could be better
1465,12,5,5,Excellent
1466,2567,5,5,Excellent
1467,2739,3,5,Excellent
1468,1354,5,4,Could be better
1469,5914,5,5,Excellent
1470,9389,5,5,Excellent
1471,7925,5,5,Excellent
1472,8386,4,5,Good
1473,6357,5,5,Excellent
1474,437,5,5,Good
1475,167,5,5,Excellent
1476,5154,4,5,Very good
1477,3417,5,5,Good
1478,1429,5,5,Excellent
1479,7143,5,5,Excellent
1480,1790,4,5,Could be better
1481,7536,5,4,Good
1482,1719,5,5,Good
1483,806,5,4,Very good
1484,1849,5,5,Could be better
1485,9896,4,4,Could be better
1486,4569,5,5,Could be better
1487,4077,5,5,Excellent
1488,9021,5,3,Very good
1489,8898,5,5,Excellent
1490,2629,4,5,Average
1491,1837,5,5,Very good
1492,8313,5,5,Could be better
1493,6721,5,5,Excellent
1494,1161,5,4,Good
1495,9057,5,4,Good
1496,9600,5,4,Very good
1497,8623,4,5,Could be better
1498,7213,5,5,Good
1499,9853,5,4,Could be better
1500,255,5,5,Very good
1501,5698,5,5,Very good
1502,4445,5,5,Could be better
1503,540,4,5,Good
1504,9731,4,5,Good
1505,9026,4,5,Excellent
1506,7831,5,4,Very good
1507,561,5,5,Excellent
1508,3473,5,5,Excellent
1509,3296,4,5,Good
1510,8579,4,3,Average
1511,4339,5,5,Average
1512,2614,4,5,Excellent
1513,1452,4,4,Could be better
1514,7047,5,4,Very good
1515,9776,5,4,Could be better
1516,7159,3,5,Average
1517,5930,4,5,Very good
1518,6649,4,5,Very good
1519,2037,5,5,Could be better
1520,1570,5,5,Excellent
1521,3145,4,5,Very good
1522,2961,5,5,Could be better
1523,781,4,5,Very good
1524,3195,4,5,Very good
1525,6129,5,5,Excellent
1526,1599,5,4,Very good
1527,6676,5,5,Excellent
1528,2997,5,5,Good
1529,2880,5,5,Good
1530,6411,4,5,Very good
1531,6700,5,5,Could be better
1532,4297,5,5,Could be better
1533,4634,5,5,Average
1534,7870,5,5,Average
1535,1524,5,4,Average
1536,7144,4,5,Could be better
1537,7005,5,5,Very good
1538,7856,5,5,Could be better
1539,5470,5,4,Very good
1540,6400,5,4,Excellent
1541,3493,4,4,Could be better
1542,5482,4,4,Could be better
1543,9059,5,4,Average
1544,4843,5,3,Could be better
1545,4892,4,4,Good
1546,6882,5,4,Average
1547,9242,4,5,Excellent
1548,1177,5,4,Excellent
1549,1887,5,5,Excellent
1550,9372,5,3,Could be better
1551,4411,4,5,Good
1552,7534,4,4,Average
1553,4911,5,3,Average
1554,5082,5,5,Average
1555,4614,4,5,Good
1556,2595,4,5,Average
1557,5240,4,3,Could be better
1558,4170,5,5,Excellent
1559,6078,5,4,Good
1560,3197,4,5,Very good
1561,4499,5,5,Good
1562,8309,3,4,Good
1563,4027,5,5,Good
1564,5954,4,5,Very good
1565,5888,3,5,Could be better
1566,3261,4,4,Good
1567,8851,5,5,Good
1568,3842,4,3,Could be better
1569,8690,4,5,Average
1570,331,5,5,Could be better
1571,6997,4,5,Good
1572,7263,5,5,Average
1573,2421,5,5,Excellent
1574,287,5,3,Excellent
1575,347,3,4,Could be better
1576,150,5,4,Excellent
1577,5908,5,4,Could be better
1578,1606,5,4,Could be better
1579,6065,4,5,Average
1580,9510,3,3,Average
1581,1974,4,4,Average
1582,2486,5,5,Good
1583,7869,4,5,Could be better
1584,391,5,5,Could be better
1585,7370,5,5,Good
1586,5008,3,5,Average
1587,3927,4,5,Good
1588,9418,5,5,Could be better
1589,5572,4,3,Good
1590,1590,5,4,Average
1591,5103,3,4,Could be better
1592,8663,5,4,Excellent
1593,2312,5,4,Average
1594,1874,5,4,Could be better
1595,6760,5,4,Average
1596,9809,4,4,Very good
1597,489,5,4,Good
1598,3324,4,4,Very good
1599,6883,5,5,Excellent
1600,974,5,5,Good
1601,376,5,5,Could be better
1602,9104,5,4,Good
1603,2008,4,5,Average
1604,7409,5,5,Could be better
1605,244,4,4,Could be better
1606,2830,4,5,Very good
1607,1579,4,5,Good
1608,5693,5,4,Could be better
1609,3936,5,5,Excellent
1610,2000,5,5,Could be better
1611,4863,5,5,Excellent
1612,5756,4,5,Very good
1613,651,5,5,Good
1614,7055,5,5,Very good
1615,3786,4,5,Excellent
1616,3227,5,5,Could be better
1617,2003,5,4,Excellent
1618,5150,5,5,Excellent
1619,8778,4,4,Average
1620,5885,5,4,Very good
1621,9250,5,5,Average
1622,867,4,5,Could be better
1623,6568,5,5,Good
1624,2220,4,4,Excellent
1625,9695,5,4,Very good
1626,4064,5,5,Good
1627,5229,3,5,Average
1628,7797,5,5,Average
1629,8863,3,5,Could be better
1630,4316,3,5,Could be better
1631,7841,5,3,Average
1632,1567,5,5,Good
1633,9006,4,5,Good
1634,5536,5,5,Very good
1635,9022,4,5,Excellent
1636,1975,5,5,Could be better
1637,280,5,5,Could be better
1638,5764,4,3,Excellent
1639,6791,4,5,Very good
1640,548,3,5,Good
1641,657,5,4,Good
1642,6661,5,5,Good
1643,4607,5,4,Could be better
1644,5582,3,5,Good
1645,5411,5,5,Could be better
1646,2059,5,5,Excellent
1647,658,5,5,Average
1648,7668,5,4,Could be better
1649,7892,5,5,Excellent
1650,2292,5,5,Very good
1651,3654,5,5,Very good
1652,7755,4,5,Good
1653,6479,5,5,Excellent
1654,2273,4,4,Very good
1655,8882,4,4,Average
1656,5712,5,5,Excellent
1657,4439,5,5,Excellent
1658,6446,5,5,Could be better
1659,6420,4,5,Excellent
1660,6662,5,5,Very good
1661,448,5,5,Average
1662,8848,4,5,Excellent
1663,8408,5,3,Could be better
1664,429,5,5,Average
1665,6032,5,5,Average
1666,9812,5,4,Average
1667,5096,5,5,Very good
1668,3209,5,4,Excellent
1669,5940,5,4,Average
1670,8764,5,5,Could be better
1671,8811,5,5,Very good
1672,10000,5,4,Average
1673,4420,5,5,Good
1674,5955,3,4,Very good
1675,964,5,5,Very good
1676,2034,5,5,Could be better
1677,7788,5,5,Good
1678,3712,4,5,Very good
1679,2867,4,5,Very good
1680,8627,5,5,Excellent
1681,2990,4,5,Excellent
1682,4029,4,5,Good
1683,5259,5,5,Average
1684,8684,5,4,Good
1685,8430,5,5,Excellent
1686,5603,5,5,Good
1687,3892,5,4,Could be better
1688,3758,5,4,Very good
1689,9224,5,5,Average
1690,337,5,5,Could be better
1691,6317,5,5,Excellent
1692,4321,4,5,Excellent
1693,7472,5,5,Excellent
1694,5162,4,5,Average
1695,494,4,5,Could be better
1696,5982,5,5,Excellent
1697,6399,5,5,Very good
1698,4903,5,5,Good
1699,773,4,5,Average
1700,66,5,5,Average
1701,5089,5,3,Good
1702,2139,5,5,Excellent
1703,2064,5,4,Average
1704,6403,5,4,Very good
1705,6671,4,4,Good
1706,6974,5,3,Could be better
1707,8009,5,5,Excellent
1708,5511,4,5,Average
1709,5481,4,5,Could be better
1710,9552,5,5,Good
1711,5081,3,4,Good
1712,7758,5,3,Average
1713,9023,5,5,Very good
1714,8592,5,5,Very good
1715,4207,4,4,Average
1716,2081,5,5,Very good
1717,6351,4,4,Excellent
1718,8215,4,5,Excellent
1719,5679,3,5,Could be better
1720,5394,5,5,Average
1721,9232,5,5,Average
1722,2763,5,4,Good
1723,1695,5,5,Very good
1724,555,5,4,Very good
1725,8806,4,5,Excellent
1726,1047,5,5,Could be better
1727,9214,5,5,Could be better
1728,532,4,5,Good
1729,8377,5,5,Very good
1730,859,5,5,Excellent
1731,569,5,5,Average
1732,8285,5,4,Very good
1733,9170,5,4,Very good
1734,565,5,4,Good
1735,9777,5,5,Could be better
1736,970,5,4,Good
1737,6852,5,5,Very good
1738,2951,4,5,Average
1739,8173,4,5,Excellent
1740,4717,4,5,Could be better
1741,5964,5,5,Very good
1742,6795,5,5,Average
1743,5843,5,4,Very good
1744,1374,3,4,Could be better
1745,810,5,4,Average
1746,3713,4,5,Could be better
1747,1603,4,5,Average
1748,272,5,4,Average
1749,9889,4,4,Very good
1750,8537,5,5,Excellent
1751,154,5,4,Very good
1752,75,5,5,Excellent
1753,1956,5,4,Excellent
1754,1454,4,5,Average
1755,1912,4,5,Excellent
1756,8346,5,5,Good
1757,844,4,4,Excellent
1758,6496,4,5,Very good
1759,4097,5,5,Very good
1760,7009,5,4,Average
1761,6066,5,5,Good
1762,8511,5,5,Could be better
1763,2201,4,5,Could be better
1764,6266,5,5,Could be better
1765,3257,5,5,Average
1766,5752,5,5,Average
1767,9299,4,4,Could be better
1768,7893,5,5,Very good
1769,8402,5,4,Excellent
1770,1954,4,5,Average
1771,3592,5,5,Very good
1772,4376,4,5,Average
1773,5364,5,5,Excellent
1774,7769,4,5,Could be better
1775,7287,5,4,Excellent
1776,8399,4,5,Excellent
1777,9593,5,5,Average
1778,7451,3,4,Very good
1779,9670,5,5,Excellent
1780,5048,4,5,Very good
1781,7486,5,4,Good
1782,913,5,5,Excellent
1783,8014,5,4,Could be better
1784,4794,5,4,Could be better
1785,7547,5,5,Good
1786,81,4,5,Good
1787,3885,5,5,Good
1788,4930,5,5,Good
1789,8004,5,5,Average
1790,6047,5,4,Excellent
1791,683,5,5,Very good
1792,6857,4,5,Very good
1793,4653,5,5,Good
1794,7734,5,5,Could be better
1795,733,5,5,Excellent
1796,4231,5,4,Average
1797,8359,3,5,Could be better
1798,8544,3,3,Very good
1799,4262,3,5,Very good
1800,829,4,4,Excellent
1801,4278,5,3,Excellent
1802,7448,5,5,Average
1803,7631,3,5,Good
1804,943,5,5,Average
1805,5092,4,4,Very good
1806,9158,5,4,Very good
1807,4780,5,5,Average
1808,7044,5,4,Could be better
1809,7624,5,5,Good
1810,420,5,5,Good
1811,3838,5,5,Excellent
1812,6461,5,5,Good
1813,375,5,5,Excellent
1814,2259,4,5,Good
1815,3877,4,5,Good
1816,8504,5,5,Very good
1817,8707,5,4,Good
1818,5927,4,5,Very good
1819,8896,5,5,Excellent
1820,5602,5,5,Average
1821,5469,4,5,Could be better
1822,9368,5,4,Average
1823,3109,4,5,Very good
1824,5742,3,5,Very good
1825,7528,4,4,Good
1826,1129,5,5,Very good
1827,7746,5,3,Excellent
1828,8482,4,5,Very good
1829,2435,5,5,Average
1830,6562,4,5,Good
1831,3534,4,4,Excellent
1832,5892,5,5,Excellent
1833,481,5,5,Could be better
1834,9613,5,5,Excellent
1835,6686,5,5,Good
1836,7660,5,4,Could be better
1837,9520,5,4,Good
1838,2912,3,4,Could be better
1839,3171,5,5,Could be better
1840,7894,5,4,Could be better
1841,7362,5,5,Good
1842,2820,5,5,Good
1843,7086,5,5,Could be better
1844,2016,4,5,Good
1845,6601,4,5,Very good
1846,4661,4,4,Very good
1847,9576,3,4,Average
1848,7279,3,3,Very good
1849,7703,4,5,Could be better
1850,7941,4,5,Average
1851,8570,5,5,Good
1852,1771,4,5,Average
1853,1184,5,3,Could be better
1854,9069,5,5,Could be better
1855,2922,5,5,Excellent
1856,2251,5,5,Very good
1857,6691,5,5,Very good
1858,3947,5,5,Average
1859,3112,5,4,Average
1860,5025,5,5,Very good
1861,3036,5,5,Could be better
1862,8718,5,5,Good
1863,1250,5,5,Could be better
1864,3433,5,5,Good
1865,1854,5,5,Excellent
1866,168,5,5,Average
1867,623,4,5,Excellent
1868,856,4,5,Could be better
1869,5884,5,4,Average
1870,380,5,5,Excellent
1871,7540,4,4,Good
1872,2913,5,5,Excellent
1873,9784,5,5,Excellent
1874,1219,5,5,Could be better
1875,3102,5,5,Average
1876,7327,5,5,Average
1877,570,4,5,Excellent
1878,1800,5,5,Excellent
1879,1106,5,5,Could be better
1880,8611,5,5,Good
1881,9605,5,3,Could be better
1882,4566,5,4,Good
1883,1884,5,5,Excellent
1884,8152,5,5,Excellent
1885,3405,4,5,Average
1886,1925,5,4,Excellent
1887,1539,5,3,Very good
1888,7118,5,5,Could be better
1889,4022,4,5,Could be better
1890,2885,3,5,Excellent
1891,2981,3,5,Good
1892,7803,5,4,Could be better
1893,7014,5,4,Very good
1894,3761,5,5,Very good
1895,8725,5,5,Could be better
1896,4381,5,5,Very good
1897,7655,5,5,Could be better
1898,363,5,3,Could be better
1899,3140,4,4,Could be better
1900,4738,5,3,Average
1901,3872,5,5,Excellent
1902,6784,4,4,Very good
1903,5981,4,5,Very good
1904,8652,5,5,Very good
1905,6550,4,4,Could be better
1906,3991,4,5,Could be better
1907,8443,5,5,Excellent
1908,1443,5,5,Average
1909,7438,4,4,Could be better
1910,2193,5,4,Could be better
1911,2995,4,4,Good
1912,3098,5,5,Very good
1913,5650,4,5,Could be better
1914,2198,4,4,Very good
1915,7537,5,5,Excellent
1916,7853,5,5,Excellent
1917,9591,4,4,Average
1918,746,5,5,Excellent
1919,84,5,4,Average
1920,9755,5,5,Average
1921,1021,4,5,Average
1922,7269,4,5,Could be better
1923,8542,5,5,Average
1924,3952,5,4,Good
1925,5627,5,5,Could be better
1926,6389,5,5,Good
1927,6063,5,5,Good
1928,6187,5,4,Could be better
1929,5938,5,5,Excellent
1930,5767,5,5,Good
1931,5458,5,4,Good
1932,2565,4,4,Average
1933,1753,5,5,Average
1934,4874,5,5,Good
1935,5087,5,5,Average
1936,1554,4,5,Average
1937,5630,4,5,Very good
1938,9175,5,5,Average
1939,5232,3,5,Excellent
1940,9458,5,5,Excellent
1941,4111,5,4,Average
1942,4754,4,5,Excellent
1943,8497,5,4,Average
1944,239,5,4,Could be better
1945,2025,5,4,Very good
1946,6410,5,5,Good
1947,2876,5,5,Very good
1948,9496,5,4,Average
1949,546,4,5,Average
1950,8600,5,3,Average
1951,718,4,5,Could be better
1952,1821,4,4,Excellent
1953,8957,5,5,Could be better
1954,5825,5,5,Average
1955,3342,5,4,Very good
1956,2275,5,5,Excellent
1957,3369,4,4,Good
1958,385,5,3,Very good
1959,575,4,5,Average
1960,6872,5,5,Could be better
1961,2703,5,4,Very good
1962,1472,5,5,Could be better
1963,9392,4,4,Could be better
1964,5638,5,5,Good
1965,2200,5,4,Excellent
1966,6300,4,4,Good
1967,2786,5,5,Excellent
1968,898,5,5,Very good
1969,1745,5,5,Excellent
1970,2489,4,5,Very good
1971,847,5,5,Average
1972,2383,5,5,Could be better
1973,2851,5,5,Average
1974,235,4,5,Good
1975,1149,4,3,Excellent
1976,1032,5,4,Excellent
1977,6519,3,5,Good
1978,2702,5,5,Could be better
1979,6919,5,5,Average
1980,3085,3,5,Average
1981,3159,5,4,Could be better
1982,2758,5,5,Could be better
1983,3215,4,5,Average
1984,5302,3,5,Average
1985,3427,5,3,Could be better
1986,7247,5,5,Excellent
1987,687,5,5,Excellent
1988,7750,5,5,Excellent
1989,2317,5,5,Excellent
1990,8020,5,5,Good
1991,4302,3,5,Average
1992,8011,5,5,Excellent
1993,919,4,4,Good
1994,8462,5,5,Good
1995,9837,5,5,Good
1996,723,5,5,Could be better
1997,8436,5,5,Average
1998,7557,5,5,Could be better
1999,1789,3,5,Average
2000,3612,5,5,Average
2001,8358,5,4,Could be better
2002,2256,5,5,Excellent
2003,9410,3,5,Good
2004,1180,5,5,Very good
2005,7852,5,5,Could be better
2006,6026,4,3,Good
2007,1870,5,4,Good
2008,3334,5,5,Excellent
2009,8494,4,5,Average
2010,5517,5,4,Very good
2011,4848,4,4,Good
2012,7450,5,5,Excellent
2013,3067,5,5,Good
2014,5761,3,5,Very good
2015,9064,5,5,Good
2016,1202,3,4,Excellent
2017,3906,5,5,Excellent
2018,3478,3,5,Could be better
2019,4869,4,3,Average
2020,26,4,5,Average
2021,9056,5,5,Excellent
2022,7485,5,5,Excellent
2023,9890,4,4,Excellent
2024,3675,4,4,Good
2025,408,5,5,Excellent
2026,3835,5,4,Very good
2027,8473,5,3,Excellent
2028,1527,5,5,Could be better
2029,8902,3,5,Could be better
2030,2748,5,5,Excellent
2031,9499,3,4,Excellent
2032,6359,5,3,Excellent
2033,3477,4,5,Could be better
2034,9949,5,5,Could be better
2035,1775,5,5,Average
2036,537,5,5,Good
2037,1592,5,5,Very good
2038,2428,5,5,Average
2039,8904,5,5,Excellent
2040,2942,5,4,Could be better
2041,3706,4,5,Average
2042,7773,4,4,Very good
2043,8334,5,5,Good
2044,9924,5,5,Very good
2045,1536,5,5,Very good
2046,4891,5,4,Very good
2047,7827,5,5,Could be better
2048,6052,5,5,Could be better
2049,2698,3,3,Good
2050,2374,3,5,Average
2051,7844,5,5,Could be better
2052,2406,5,5,Very good
2053,3084,5,5,Excellent
2054,8034,5,5,Could be better
2055,7119,5,4,Excellent
2056,8702,5,4,Could be better
2057,7295,3,5,Average
2058,503,5,5,Excellent
2059,6392,4,4,Very good
2060,1346,5,3,Good
2061,7995,5,5,Good
2062,6834,5,5,Excellent
2063,6793,4,5,Very good
2064,3943,5,3,Very good
2065,1210,5,5,Average
2066,7021,4,5,Average
2067,895,5,5,Excellent
2068,2451,4,4,Average
2069,6339,5,3,Excellent
2070,9725,5,5,Could be better
2071,5529,5,5,Very good
2072,8470,4,5,Could be better
2073,63,5,4,Good
2074,3613,4,5,Excellent
2075,2757,3,5,Good
2076,8836,5,5,Very good
2077,9436,5,5,Average
2078,6213,5,5,Excellent
